,NAME,ID,NAME_TYPE,CLASS,MASS [kg],FALL,YEAR,LAT,LONG,COORDINATE,COUNTRY,CONTINENT
25785,Perryton,18794,Valid,LL6,2.11,Found,1975,36.3533,-100.732,"(36.35333, -100.73167)",United States,North America
25786,Perryville,18795,Valid,"Iron, IIC",17.5,Found,1906,37.7333,-89.85,"(37.73333, -89.85)",United States,North America
25792,Phulmari,18810,Valid,Stone-uncl,4.06,Found,1936,20.1333,75.5,"(20.13333, 75.5)",India,Asia
25793,Picacho,18814,Valid,"Iron, IIIAB",22.0,Found,1952,33.2,-105.0,"(33.2, -105.0)",United States,North America
25795,Piedade do Bagre,18817,Valid,"Iron, ungrouped",59.0,Found,1922,-18.9417,-44.9833,"(-18.94167, -44.98333)",Brazil,South America
25796,Pierceville (iron),18819,Valid,"Iron, IIIAB",100.0,Found,1917,37.8667,-100.667,"(37.86667, -100.66667)",United States,North America
25797,Pierceville (stone),18820,Valid,L6,2.12,Found,1939,37.8667,-100.667,"(37.86667, -100.66667)",United States,North America
25800,Pine Bluffs,18824,Valid,H,2.7,Found,1935,41.1833,-104.067,"(41.18333, -104.06667)",United States,North America
25802,Pine River,18826,Valid,"Iron, IAB-sLL",3.6,Found,1931,44.2167,-89.1,"(44.21667, -89.1)",United States,North America
25804,Pinnaroo,18827,Valid,Mesosiderite-A4,39.4,Found,1927,-35.3833,140.917,"(-35.38333, 140.91667)",Australia,Oceania
25805,Piñon,18828,Valid,"Iron, ungrouped",17.85,Found,1928,32.6667,-105.1,"(32.66667, -105.1)",United States,North America
25806,Pinto Mountains,18829,Valid,L6,17.9,Found,1954,34.0,-115.783,"(34.0, -115.78333)",United States,North America
25812,Plains,18839,Valid,H5,34.3,Found,1964,33.2833,-102.767,"(33.28333, -102.76667)",United States,North America
25814,Plainview (1917),18841,Valid,H5,700.0,Found,1917,34.1167,-101.783,"(34.11667, -101.78333)",United States,North America
25815,Plainview (1950),18842,Valid,H,2.2,Found,1950,34.1167,-101.783,"(34.11667, -101.78333)",United States,North America
25821,Plateau du Tademait 002,31297,Valid,L6,4.33,Found,2002,28.2977,0.6665,"(28.29767, 0.6665)",Algeria,Africa
25822,Plateau du Tademait 003,31298,Valid,L5,10.0,Found,2002,28.2983,0.66667,"(28.29833, 0.66667)",Algeria,Africa
25823,Plateau du Tademait 004,31299,Valid,L6,3.0,Found,2002,28.3,0.5,"(28.3, 0.5)",Algeria,Africa
25825,Plateau du Tademait 006,45006,Valid,LL6,3.0,Found,2004,27.3703,0.70617,"(27.37033, 0.70617)",Algeria,Africa
25826,Pleasanton,18848,Valid,H5,2.3,Found,1935,38.1833,-94.7167,"(38.18333, -94.71667)",United States,North America
25831,Point Berliet,18854,Valid,H5,42.0,Found,2001,20.537,9.53783,"(20.537, 9.53783)",Niger,Africa
25832,Point of Rocks (iron),18855,Valid,"Iron, IIIAB",18.0,Found,1956,36.5,-104.5,"(36.5, -104.5)",United States,North America
25835,Polujamki,18861,Valid,H4,18.35,Found,1971,52.1,79.7,"(52.1, 79.7)",Russia,Europe
25837,Pony Creek,18866,Valid,H4,4.64,Found,1947,31.6633,-99.95,"(31.66333, -99.95)",United States,North America
25840,Portales (a),18871,Valid,H4,3.24,Found,1967,34.0667,-103.5,"(34.06667, -103.5)",United States,North America
25842,Portales (c),18873,Valid,H4,6.0,Found,1967,34.1,-103.417,"(34.1, -103.41667)",United States,North America
25844,Porto Alegre,52091,Valid,"Iron, IIIE",200.0,Found,2005,-30.0331,-51.23,"(-30.03306, -51.23)",Brazil,South America
25845,Post,18877,Valid,L,2.0,Found,1965,33.1167,-101.383,"(33.11667, -101.38333)",United States,North America
25846,Potter,18878,Valid,L6,261.0,Found,1941,41.2333,-103.3,"(41.23333, -103.3)",United States,North America
25849,Powellsville,18880,Valid,H5,4.31,Found,1990,38.6667,-82.7833,"(38.66667, -82.78333)",United States,North America
25855,Primm,18889,Valid,H5,3.38,Found,1997,35.6667,-115.367,"(35.66667, -115.36667)",United States,North America
25856,Prospector Pool,47700,Valid,"Iron, ungrouped",2.77,Found,2003,-29.35,121.767,"(-29.35, 121.76667)",Australia,Oceania
25857,Providence,18893,Valid,"Iron, IIIAB",6.8,Found,1903,38.5667,-85.2333,"(38.56667, -85.23333)",United States,North America
25858,Puente del Zacate,18894,Valid,"Iron, IIIAB",30.79,Found,1904,27.8667,-101.5,"(27.86667, -101.5)",Mexico,North America
25863,Purgatory Peak A77006,18904,Valid,"Iron, IAB-MG",19.07,Found,1977,-77.3333,162.3,"(-77.33333, 162.3)",Antarctica,Antarctica
25864,Purmela,32771,Valid,"Iron, IIF",4.5,Found,1977,29.5,-98.05,"(29.5, -98.05)",United States,North America
25866,Qarat al Milh 001,35461,Valid,LL4-6,7.27,Found,2005,21.3701,57.7291,"(21.37015, 57.7291)",Oman,Asia
25868,Qijiaojing,54610,Valid,"Iron, ungrouped",160.0,Found,2003,43.75,92.9167,"(43.75, 92.91667)",China,Asia
25870,Quartz Mountain,18910,Valid,"Iron, IIIAB",4.83,Found,1935,37.2,-116.7,"(37.2, -116.7)",United States,North America
25963,Queen Alexandra Range 87401,19004,Valid,L6,4.87,Found,1987,-84.4151,163.674,"(-84.41511, 163.67432)",Antarctica,Antarctica
25964,Queen Alexandra Range 90200,19005,Valid,H4,9.22,Found,1990,-84.5978,162.253,"(-84.59784, 162.25299)",Antarctica,Antarctica
26058,Queen Alexandra Range 93010,19099,Valid,H5,6.21,Found,1993,-84.6309,162.505,"(-84.63092, 162.50513)",Antarctica,Antarctica
26059,Queen Alexandra Range 93011,19100,Valid,H4,7.46,Found,1993,-84.616,162.447,"(-84.61597, 162.44741)",Antarctica,Antarctica
26060,Queen Alexandra Range 93012,19101,Valid,H6,8.0,Found,1993,-84.5753,162.937,"(-84.57534, 162.93682)",Antarctica,Antarctica
26063,Queen Alexandra Range 93015,19104,Valid,L6,2.5,Found,1993,-84.5353,162.701,"(-84.53526, 162.70072)",Antarctica,Antarctica
26067,Queen Alexandra Range 93019,19108,Valid,L6,2.57,Found,1993,-84.6164,161.914,"(-84.61638, 161.91357)",Antarctica,Antarctica
26069,Queen Alexandra Range 93021,19110,Valid,L5,2.1,Found,1993,-84.5784,162.963,"(-84.57836, 162.96276)",Antarctica,Antarctica
26070,Queen Alexandra Range 93022,19111,Valid,H5,2.2,Found,1993,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
26803,Queen Alexandra Range 94202,19844,Valid,L6,6.5,Found,1994,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
26804,Queen Alexandra Range 94203,19845,Valid,L6,2.39,Found,1994,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
26805,Queen Alexandra Range 94204,19846,Valid,EH7,2.43,Found,1994,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
26806,Queen Alexandra Range 94205,19847,Valid,L6,2.48,Found,1994,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
27367,Queen Alexandra Range 97001,20408,Valid,Howardite,2.36,Found,1997,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
27372,Queen Alexandra Range 97006,20413,Valid,H5,4.06,Found,1997,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
27384,Queen Alexandra Range 97018,20425,Valid,L6,2.88,Found,1997,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
28413,Queen Alexandra Range 99001,21454,Valid,Iron,22.0,Found,1999,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
28414,Queen Alexandra Range 99002,21455,Valid,H6,2.75,Found,1999,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
28415,Queen Alexandra Range 99003,21456,Valid,H5,3.49,Found,1999,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
28416,Queen Alexandra Range 99004,21457,Valid,H5,2.37,Found,1999,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
28419,Queen Alexandra Range 99008,21460,Valid,H5,2.23,Found,1999,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
28423,Queen Alexandra Range 99012,21464,Valid,H4,2.02,Found,1999,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
28427,Queen Alexandra Range 99016,21468,Valid,LL5,2.17,Found,1999,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
28428,Queen Alexandra Range 99017,21469,Valid,H5,5.0,Found,1999,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
28435,Queen Alexandra Range 99024,21476,Valid,H6,2.07,Found,1999,-84.0,168.0,"(-84.0, 168.0)",Antarctica,Antarctica
29316,Queretaro,22359,Valid,H4,5.0,Found,1971,20.6333,-100.383,"(20.63333, -100.38333)",Mexico,North America
29317,Quijingue,22362,Valid,"Pallasite, PMG",59.0,Found,1984,-10.75,-39.2167,"(-10.75, -39.21667)",Brazil,South America
29318,Quinn Canyon,22364,Valid,"Iron, IIIAB",1450.0,Found,1908,38.0833,-115.533,"(38.08333, -115.53333)",United States,North America
29320,Qulumat Nadqan 001,51400,Valid,L3.7,13.9,Found,2008,23.143,49.5325,"(23.14302, 49.53252)",Saudi Arabia,Asia
29325,Ragland,22372,Valid,LL3.4,12.1,Found,1982,34.7678,-103.55,"(34.76778, -103.55)",United States,North America
29326,Ragland Hill,56382,Valid,H5,11.8,Found,1980,34.7833,-103.667,"(34.78333, -103.66667)",United States,North America
29327,Raguli,22373,Valid,H3.8,4.24,Found,1972,45.7,43.7,"(45.7, 43.7)",Russia,Europe
29329,Rakity,22375,Valid,L3,11.4,Found,1971,51.8,79.9,"(51.8, 79.9)",Russia,Europe
29343,Ramlat al Wahibah 014,45885,Valid,H5,5.59,Found,2006,21.0598,58.4043,"(21.05978, 58.40432)",Oman,Asia
29389,Ramlat as Sahmah 202,35636,Valid,Mesosiderite,18.25,Found,2002,20.0055,56.4163,"(20.00552, 56.41628)",Oman,Asia
29390,Ramlat as Sahmah 203,35637,Valid,Mesosiderite,4.19,Found,2002,20.0046,56.4212,"(20.00458, 56.4212)",Oman,Asia
29391,Ramlat as Sahmah 204,35638,Valid,L6,10.25,Found,2003,20.6282,56.192,"(20.6282, 56.19198)",Oman,Asia
29433,Ramlat as Sahmah 246,35678,Valid,H5,2.84,Found,2005,20.8393,56.4153,"(20.8393, 56.41533)",Oman,Asia
29439,Ramlat as Sahmah 252,35681,Valid,L4,7.17,Found,2005,20.0534,56.4661,"(20.0534, 56.46612)",Oman,Asia
29453,Ramlat as Sahmah 266,48634,Valid,Mesosiderite,5.13,Found,2006,20.008,56.399,"(20.00803, 56.39902)",Oman,Asia
29458,Ramlat as Sahmah 271,50959,Valid,L6,8.9,Found,2008,20.5247,56.1216,"(20.5247, 56.12155)",Oman,Asia
29463,Ramlat as Sahmah 276,50964,Valid,L6,12.8,Found,2008,20.5225,56.1177,"(20.5225, 56.11768)",Oman,Asia
29465,Ramlat as Sahmah 278,50966,Valid,H4,3.21,Found,2008,20.6326,56.16,"(20.63257, 56.15995)",Oman,Asia
29472,Ramlat as Sahmah 286,51887,Valid,H4-5,4.45,Found,2009,20.5079,55.7755,"(20.50788, 55.77547)",Oman,Asia
29502,Ramlat as Sahmah 316,51988,Valid,L5,2.71,Found,2009,20.8948,55.5061,"(20.89485, 55.50613)",Oman,Asia
29540,Ramlat as Sahmah 354,55445,Valid,H6,3.87,Found,2010,20.3178,55.594,"(20.31777, 55.59398)",Oman,Asia
29543,Ramlat as Sahmah 357,55646,Valid,L6,2.78,Found,2010,20.4318,55.5332,"(20.43182, 55.53323)",Oman,Asia
29570,Ramlat as Sahmah 384,55653,Valid,Mesosiderite-C2,5.03,Found,2010,20.0049,56.4047,"(20.0049, 56.40473)",Oman,Asia
29571,Ramlat as Sahmah 385,55654,Valid,LL3.3,2.28,Found,2010,20.0547,56.4619,"(20.05473, 56.46193)",Oman,Asia
29585,Ramlat as Sahmah 399,55495,Valid,L6,6.32,Found,2010,20.1512,55.7093,"(20.15122, 55.70925)",Oman,Asia
29604,Ramlat as Sahmah 418,55513,Valid,L6,28.79,Found,2010,20.3936,56.22,"(20.3936, 56.22002)",Oman,Asia
29607,Ramlat as Sahmah 421,55515,Valid,L6,2.84,Found,2010,20.4246,56.2782,"(20.42458, 56.27817)",Oman,Asia
29608,Ramlat as Sahmah 422,55659,Valid,H3.7-5,3.88,Found,2010,20.5052,56.4844,"(20.5052, 56.48438)",Oman,Asia
29615,Rammya,22383,Valid,H5,2.48,Found,1996,31.1667,-3.91667,"(31.16667, -3.91667)",Morocco,Africa
29618,Rancho Gomelia,22391,Valid,"Iron, IIIAB",15.65,Found,1975,24.5167,-105.25,"(24.51667, -105.25)",Mexico,North America
29620,Ransom,22393,Valid,H4,15.0,Found,1938,38.6167,-99.9333,"(38.61667, -99.93333)",United States,North America
29621,Rateldraai,22397,Valid,"Iron, IIIAB",549.0,Found,1909,-28.8333,21.1333,"(-28.83333, 21.13333)",South Africa,Africa
29680,Reckling Peak A78002,22457,Valid,H4,8.48,Found,1978,-76.2667,159.25,"(-76.26667, 159.25)",Antarctica,Antarctica
29684,Reckling Peak A79001,22461,Valid,L6,3.01,Found,1979,-76.2667,159.25,"(-76.26667, 159.25)",Antarctica,Antarctica
29693,Reckling Peak A79015,22470,Valid,Mesosiderite-an,10.02,Found,1979,-76.2154,158.539,"(-76.21541, 158.5392)",Antarctica,Antarctica
29761,Red Deer Hill,22538,Valid,L6,2.51,Found,1975,53.075,-105.842,"(53.075, -105.84167)",Canada,North America
29782,Red Rock,22549,Valid,"Iron, IIIAB",47.6,Found,1976,35.4167,-117.917,"(35.41667, -117.91667)",United States,North America
29784,Redfields,22551,Valid,"Iron, ungrouped",8.74,Found,1969,-30.7167,116.5,"(-30.71667, 116.5)",Australia,Oceania
29789,Reggane 003,22555,Valid,H4,9.5,Found,1989,25.6333,0.5,"(25.63333, 0.5)",Algeria,Africa
29796,Reid 007,22562,Valid,L6,2.05,Found,1982,-30.65,128.408,"(-30.65, 128.40833)",Australia,Oceania
29799,Reid 010,22565,Valid,H6,8.22,Found,1986,-30.3217,128.85,"(-30.32167, 128.85)",Australia,Oceania
29800,Reid 011,22566,Valid,H3-6,4.76,Found,1986,-30.2167,128.3,"(-30.21667, 128.3)",Australia,Oceania
29819,Renfrow,22588,Valid,L6,81.6,Found,1986,36.9867,-97.555,"(36.98667, -97.555)",United States,North America
29821,Retuerta del Bullaque,56577,Valid,"Iron, IAB-MG",100.0,Found,1980,39.4589,-4.3775,"(39.45889, -4.3775)",Spain,Europe
29825,Rhineland,22595,Valid,H5,6.24,Found,1961,33.5333,-99.6167,"(33.53333, -99.61667)",United States,North America
29826,Rica Aventura,22596,Valid,"Iron, IVA",5.4,Found,1910,-21.9833,-69.6167,"(-21.98333, -69.61667)",Chile,South America
29828,Richfield,22600,Valid,LL3.7,40.8,Found,1983,37.2222,-101.681,"(37.22222, -101.68139)",United States,North America
29829,Richland,22601,Valid,"Iron, IIAB",50.6,Found,1951,31.9,-96.4,"(31.9, -96.4)",United States,North America
29831,Rifle,22605,Valid,"Iron, IAB-MG",102.7,Found,1948,38.5167,-107.833,"(38.51667, -107.83333)",United States,North America
29835,Rio Limay,22609,Valid,L5,280.0,Found,1995,-39.85,-69.4833,"(-39.85, -69.48333)",Argentina,South America
29863,Romashki,52890,Valid,L6,3.4,Found,2009,50.2853,46.6997,"(50.28533, 46.69967)",Russia,Europe
29864,Romero,22651,Valid,H4,17.2,Found,1938,35.7667,-102.95,"(35.76667, -102.95)",United States,North America
29868,Roosevelt,22655,Valid,H3.4,5.2,Found,1972,34.8667,-98.95,"(34.86667, -98.95)",United States,North America
29967,Roosevelt County 102,22757,Valid,L5,8.35,Found,1988,33.995,-103.25,"(33.995, -103.25)",United States,North America
29976,Roper River,22763,Valid,"Iron, IIIAB",6.4,Found,1953,-15.0,135.0,"(-15.0, 135.0)",Australia,Oceania
29980,Rosebud,22767,Valid,H5,54.9,Found,1915,30.8167,-97.05,"(30.81667, -97.05)",United States,North America
29981,Round Top (a),22768,Valid,L5,9.94,Found,1934,30.0581,-96.6514,"(30.05806, -96.65139)",United States,North America
29982,Round Top (b),22769,Valid,H4,7.17,Found,1939,30.0667,-96.7,"(30.06667, -96.7)",United States,North America
29983,Roundsprings,22770,Valid,H5,6.0,Found,1986,39.1667,-98.4333,"(39.16667, -98.43333)",United States,North America
29984,Roundup,22771,Valid,"Iron, IIIAB",17.59,Found,1990,46.7833,-108.567,"(46.78333, -108.56667)",United States,North America
29985,Rowena,22772,Valid,H6,34.7,Found,1962,-29.8,148.633,"(-29.8, 148.63333)",Australia,Oceania
29986,Roy (1933),22774,Valid,L5,47.2,Found,1933,35.95,-104.2,"(35.95, -104.2)",United States,North America
29987,Roy (1934),22775,Valid,L6,5.62,Found,1934,35.95,-104.2,"(35.95, -104.2)",United States,North America
29992,Rumanová,22781,Valid,H5,4.3,Found,1994,48.348,17.866,"(48.348, 17.866)",Slovakia,Europe
29993,Rush County,22785,Valid,H5,4.3,Found,1948,39.5,-85.5,"(39.5, -85.5)",United States,North America
29994,Rush Creek,22786,Valid,L6,9.3,Found,1938,38.6167,-102.717,"(38.61667, -102.71667)",United States,North America
29998,Ryder Gletcher,22790,Valid,L5,5.29,Found,1988,81.1667,-49.0,"(81.16667, -49.0)",Greenland,North America
30005,Safsaf,22795,Valid,L6,11.87,Found,1998,30.2667,-4.66667,"(30.26667, -4.66667)",Morocco,Africa
30006,Saginaw,22797,Valid,Iron,44.5,Found,1979,32.8658,-97.3231,"(32.86583, -97.32306)",United States,North America
30012,Saint Augustine,23080,Valid,"Iron, IID",22.0,Found,1974,40.7167,-90.4167,"(40.71667, -90.41667)",United States,North America
30013,Saint-Aubin,23096,Valid,"Iron, IIIAB",472.0,Found,1968,48.4833,3.58333,"(48.48333, 3.58333)",France,Europe
30015,Salaices,23105,Valid,H4,24.5,Found,1971,27.0,-105.25,"(27.0, -105.25)",Mexico,North America
30019,Saline,23109,Valid,H5,30.8,Found,1901,39.4,-100.4,"(39.4, -100.4)",United States,North America
30020,Salla,23110,Valid,L6,7.0,Found,1963,66.8,28.45,"(66.8, 28.45)",Finland,Europe
30026,San Borjita,23118,Valid,L4,12.3,Found,1983,-27.5586,-56.1344,"(-27.55861, -56.13444)",Argentina,South America
30027,San Carlos,23119,Valid,H4,3.6,Found,1942,-35.5333,-58.7667,"(-35.53333, -58.76667)",Argentina,South America
30096,San Juan 063,57201,Valid,H5,3.38,Found,2010,-25.5833,-69.7833,"(-25.58333, -69.78333)",Chile,South America
30102,Sanclerlandia,23132,Valid,"Iron, IIIAB",279.0,Found,1971,-16.2167,-50.3,"(-16.21667, -50.3)",Brazil,South America
30103,Sand Creek,23133,Valid,H5,2.44,Found,1986,39.43,-99.995,"(39.43, -99.995)",United States,North America
30105,Sanderson,23135,Valid,"Iron, IIIAB",6.8,Found,1936,30.1333,-102.15,"(30.13333, -102.15)",United States,North America
30107,Sandia Mountains,23156,Valid,"Iron, IIAB",45.0,Found,1925,35.25,-106.5,"(35.25, -106.5)",United States,North America
30108,Sandtown,23157,Valid,"Iron, IIIAB",9.35,Found,1938,35.9333,-91.6333,"(35.93333, -91.63333)",United States,North America
30111,Santa Clara,23163,Valid,"Iron, IVB",63.0,Found,1976,24.4667,-103.35,"(24.46667, -103.35)",Mexico,North America
30112,Santa Luzia,23166,Valid,"Iron, IIAB",1918.0,Found,1921,-16.2667,-47.95,"(-16.26667, -47.95)",Brazil,South America
30115,Santa Vitoria do Palmar,35478,Valid,L3,50.4,Found,2003,-33.5094,-53.4108,"(-33.50944, -53.41083)",Brazil,South America
30116,Santiago Papasquiero,23169,Valid,"Iron, ungrouped",119.5,Found,1958,24.5,-106.0,"(24.5, -106.0)",Mexico,North America
30117,São João Nepomuceno,23170,Valid,"Iron, IVA-an",15.3,Found,1960,-21.55,-43.0167,"(-21.55, -43.01667)",Brazil,South America
30120,Sappa,23175,Valid,L6,5.95,Found,1983,39.8443,-100.51,"(39.84433, -100.51)",United States,North America
30121,Sardis,23177,Valid,"Iron, IAB complex",800.0,Found,1940,32.9489,-81.865,"(32.94889, -81.865)",United States,North America
30123,Sargiin Gobi,23179,Valid,"Iron, IAB complex",17.5,Found,1964,45.9835,105.759,"(45.9835, 105.75883)",Mongolia,Asia
30125,Sarir Qattusah 002,23181,Valid,H6,2.18,Found,1995,26.812,15.8747,"(26.812, 15.87467)",Libya,Africa
30129,Sarir Tibesti 001,23185,Valid,H5,6.7,Found,1994,24.297,18.4143,"(24.297, 18.41433)",Libya,Africa
30131,Savannah,23189,Valid,"Iron, IIIAB",60.0,Found,1923,35.1667,-88.1833,"(35.16667, -88.18333)",United States,North America
30133,Sawyer,53806,Valid,H4,8.1,Found,2006,37.5239,-98.6299,"(37.52392, -98.62993)",United States,North America
30134,Sayh al Uhaymir 001,23193,Valid,L5,450.0,Found,2000,20.5167,56.6667,"(20.51667, 56.66667)",Oman,Asia
30135,Sayh al Uhaymir 002,23194,Valid,L5/6,2.57,Found,1999,20.9718,56.878,"(20.97183, 56.878)",Oman,Asia
30141,Sayh al Uhaymir 008,23200,Valid,Martian (shergottite),8.58,Found,1999,20.9805,57.319,"(20.9805, 57.319)",Oman,Asia
30143,Sayh al Uhaymir 010,23202,Valid,H6,4.68,Found,1999,20.992,57.3058,"(20.992, 57.30583)",Oman,Asia
30146,Sayh al Uhaymir 013,23205,Valid,H5,5.5,Found,1999,20.9655,57.3208,"(20.9655, 57.32083)",Oman,Asia
30149,Sayh al Uhaymir 016,23208,Valid,H6,7.74,Found,1999,20.9787,57.3272,"(20.97867, 57.32717)",Oman,Asia
30150,Sayh al Uhaymir 017,23209,Valid,L4,2.06,Found,1999,20.9683,57.3173,"(20.96833, 57.31733)",Oman,Asia
30168,Sayh al Uhaymir 035,23227,Valid,H5,6.76,Found,2000,20.6737,57.18,"(20.67367, 57.18)",Oman,Asia
30199,Sayh al Uhaymir 066,23258,Valid,LL5,4.67,Found,2000,20.5317,56.6767,"(20.53167, 56.67667)",Oman,Asia
30200,Sayh al Uhaymir 067,23259,Valid,L5-6,2.87,Found,2000,20.0433,57.2783,"(20.04333, 57.27833)",Oman,Asia
30205,Sayh al Uhaymir 072,23264,Valid,H5,6.75,Found,2001,20.6382,57.169,"(20.63817, 57.169)",Oman,Asia
30208,Sayh al Uhaymir 075,23267,Valid,H3-5,4.26,Found,2001,20.6845,57.1407,"(20.6845, 57.14067)",Oman,Asia
30222,Sayh al Uhaymir 089,23281,Valid,L/LL3.6/3.7,2.62,Found,2001,20.8817,57.2,"(20.88167, 57.2)",Oman,Asia
30231,Sayh al Uhaymir 098,23290,Valid,H5,2.34,Found,2000,21.1449,56.8059,"(21.14493, 56.80587)",Oman,Asia
30273,Sayh al Uhaymir 140,23332,Valid,L4/5,2.52,Found,2001,21.2077,57.2114,"(21.20769, 57.21136)",Oman,Asia
30315,Sayh al Uhaymir 186,23359,Valid,H4-6,3.17,Found,2002,20.5646,57.1779,"(20.56455, 57.17792)",Oman,Asia
30316,Sayh al Uhaymir 187,23360,Valid,L4-5,4.21,Found,2002,20.5695,57.3217,"(20.56945, 57.32167)",Oman,Asia
30338,Sayh al Uhaymir 209,23382,Valid,H5,5.58,Found,2002,20.3317,57.2474,"(20.33168, 57.2474)",Oman,Asia
30341,Sayh al Uhaymir 212,23385,Valid,L5,2.03,Found,2002,20.4028,57.0374,"(20.40277, 57.0374)",Oman,Asia
30348,Sayh al Uhaymir 219,23392,Valid,H4,2.93,Found,2002,20.4841,56.9429,"(20.48407, 56.9429)",Oman,Asia
30352,Sayh al Uhaymir 223,23396,Valid,L5,2.31,Found,2002,20.4913,57.3695,"(20.49133, 57.36952)",Oman,Asia
30364,Sayh al Uhaymir 235,23408,Valid,L6,2.37,Found,2002,20.5418,57.1989,"(20.54182, 57.19892)",Oman,Asia
30367,Sayh al Uhaymir 238,23411,Valid,L4,3.44,Found,2002,20.5562,57.31,"(20.55617, 57.31)",Oman,Asia
30368,Sayh al Uhaymir 239,23412,Valid,L4,2.09,Found,2003,20.5568,56.8474,"(20.55683, 56.8474)",Oman,Asia
30371,Sayh al Uhaymir 242,23415,Valid,L4,2.74,Found,2003,20.5627,57.2857,"(20.56275, 57.2857)",Oman,Asia
30379,Sayh al Uhaymir 250,23423,Valid,H4-6,16.2,Found,2003,20.583,57.3165,"(20.58298, 57.3165)",Oman,Asia
30382,Sayh al Uhaymir 253,23426,Valid,H5,2.13,Found,2002,20.5964,57.1616,"(20.59637, 57.16163)",Oman,Asia
30387,Sayh al Uhaymir 258,23431,Valid,L6,3.86,Found,2002,20.6133,57.3391,"(20.61327, 57.33912)",Oman,Asia
30393,Sayh al Uhaymir 264,23437,Valid,LL6,3.55,Found,2002,20.6962,57.1949,"(20.69617, 57.1949)",Oman,Asia
30394,Sayh al Uhaymir 265,23438,Valid,H4-6,6.29,Found,2002,20.7065,57.1839,"(20.70653, 57.18392)",Oman,Asia
30395,Sayh al Uhaymir 266,23439,Valid,H5,25.01,Found,2002,20.7071,57.1832,"(20.70713, 57.18317)",Oman,Asia
30399,Sayh al Uhaymir 270,23443,Valid,H4-6,43.51,Found,2003,20.7292,57.189,"(20.72918, 57.189)",Oman,Asia
30401,Sayh al Uhaymir 272,23445,Valid,H5,7.56,Found,2003,20.7867,57.2141,"(20.78667, 57.21405)",Oman,Asia
30406,Sayh al Uhaymir 277,23450,Valid,H6,11.64,Found,2002,20.1666,57.0755,"(20.16658, 57.07545)",Oman,Asia
30407,Sayh al Uhaymir 278,23451,Valid,L5,27.86,Found,2002,21.2617,57.1789,"(21.26172, 57.17887)",Oman,Asia
30424,Sayh al Uhaymir 295,34044,Valid,L5,4.78,Found,2004,21.0099,57.0386,"(21.00987, 57.03862)",Oman,Asia
30479,Sayh al Uhaymir 423,35712,Valid,H6,8.51,Found,2005,21.0133,57.0917,"(21.01332, 57.09173)",Oman,Asia
30481,Sayh al Uhaymir 425,35714,Valid,L5-6,10.01,Found,2005,20.9301,57.1451,"(20.93015, 57.14505)",Oman,Asia
30522,Sayh al Uhaymir 471,48636,Valid,L4-6,2.08,Found,2002,20.5113,57.2929,"(20.51132, 57.29287)",Oman,Asia
30524,Sayh al Uhaymir 473,48638,Valid,L4,3.02,Found,2002,20.0517,56.5058,"(20.05168, 56.50583)",Oman,Asia
30538,Sayh al Uhaymir 489,50970,Valid,H5,3.64,Found,2008,20.9594,56.9719,"(20.95935, 56.9719)",Oman,Asia
30547,Sayh al Uhaymir 498,52429,Valid,L5,4.05,Found,2009,20.532,57.335,"(20.532, 57.335)",Oman,Asia
30548,Sayh al Uhaymir 499,52430,Valid,H5,15.9,Found,2009,20.7647,57.2697,"(20.76467, 57.26967)",Oman,Asia
30553,Sayh al Uhaymir 504,51866,Valid,L5/6,20.0,Found,2010,20.3833,56.7667,"(20.38333, 56.76667)",Oman,Asia
30577,Sayh al Uhaymir 531,55277,Valid,H5,2.34,Found,2002,21.0063,57.3218,"(21.00633, 57.32183)",Oman,Asia
30587,Sayh al Uhaymir 541,55556,Valid,H6,3.3,Found,2011,20.7658,57.2833,"(20.76578, 57.28332)",Oman,Asia
30588,Sayh al Uhaymir 542,55557,Valid,H6,2.85,Found,2011,20.5123,57.2833,"(20.51228, 57.28327)",Oman,Asia
30589,Sayh al Uhaymir 543,55558,Valid,L5/6,3.4,Found,2011,20.5118,57.2869,"(20.51182, 57.28693)",Oman,Asia
30593,Sayh al Uhaymir 547,56205,Valid,L5,2.35,Found,2011,20.0998,56.7051,"(20.09977, 56.70507)",Oman,Asia
30600,Sayh al Uhaymir 554,56350,Valid,H6,2.02,Found,2010,20.2409,56.6424,"(20.24095, 56.6424)",Oman,Asia
